FormFK,QuestionID,QuestionKey,question,QuestionTitle,GroupTitle,stage,choice set,choice set description,choice,choice description
146,182,GG0170L2-ADMISSION*,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.
M.1 step (curb): The ability",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,193,GG0170M1-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,194,GG0170M2-ADMISSION*,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,195,GG0170N1-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,196,GG0170N2-ADMISSION*,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,197,GG0170O1-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,198,GG0170O2-ADMISSION*,12 steps: The ability to go up and down 12 steps with or without a rail.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,200,GG0170P1-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,201,GG0170P2-ADMISSION*,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,202,GG0170Q1-ADMISSION*,Does the patient use a wheelchair and/or scooter?,Mobility (3-day assessment period),NULL,Follow up,GG0170Q1,Mobility (3-day assessment period) Wheelchair or Scooter Use,0,"No Skip to H0350, Bladder Continence"
146,202,GG0170Q1-ADMISSION*,Does the patient use a wheelchair and/or scooter?,Mobility (3-day assessment period),NULL,Follow up,GG0170Q1,Mobility (3-day assessment period) Wheelchair or Scooter Use,1,"Yes Continue to GG0170R, Wheel 50 feet with two turns"
